film_title,customers
SUIT WALLS,"ARNOLD HAVENS, AUDREY RAY, CASEY MENA, DEBORAH WALKER, DOLORES WAGNER, GREGORY MAULDIN, JESSE SCHILLING, JONATHAN SCARBOROUGH, KEVIN SCHULER, LAURA RODRIGUEZ, MARGIE WADE, MARSHALL THORN, MAURICE CRAWLEY, PEGGY MYERS, REGINA BERRY, ROLAND SOUTH, RYAN SALISBURY, STEVE MACKENZIE, TED BREAUX, TROY QUIGLEY"
SUMMER SCARFACE,"ANDRE RAPP, BRANDON HUEY, EARL SHANKS, FREDERICK ISBELL, HUGH WALDROP, JACQUELINE LONG, JENNIFER DAVIS, JUDY GRAY, KRISTIN JOHNSTON, MARC OUTLAW, MICHAEL SILVERMAN, NAOMI JENNINGS, NELSON CHRISTENSON, PEARL GARZA, TINA SIMMONS, VELMA LUCAS"
SUN CONFESSIONS,"AMANDA CARTER, ANGEL BARCLAY, COLLEEN BURTON, CRYSTAL FORD, DARYL LARUE, DAVID ROYAL, EDNA WEST, ELEANOR HUNT, ERIK GUILLEN, JERRY JORDON, JESSIE MILAM, JOY GEORGE, LUCY WHEELER, NORA HERRERA, PAMELA BAKER, PRISCILLA LOWE, RACHEL BARNES, SALLY PIERCE, TAMMY SANDERS, TED BREAUX, TOM MILNER, TRACY HERRMANN, VERNON CHAPA, WANDA PATTERSON"
SUNDANCE INVASION,"ALLAN CORNISH, ALVIN DELOACH, DAWN SULLIVAN, DENNIS GILMAN, DIANE COLLINS, EVA RAMOS, FRANCES PARKER, GEORGIA JACOBS, HOWARD FORTNER, IVAN CROMWELL, KATHLEEN ADAMS, KIMBERLY LEE, LESLIE SEWARD, MARJORIE TUCKER, MARTHA GONZALEZ, MITCHELL WESTMORELAND, PAULA BRYANT, SHEILA WELLS, THEODORE CULP"
SUNRISE LEAGUE,"CLIFFORD BOWENS, CODY NOLEN, DEREK BLAKELY, DONALD MAHON, EMILY DIAZ, ERICA MATTHEWS, HEATHER MORRIS, HERMAN DEVORE, JILL HAWKINS, JOSHUA MARK, KAREN JACKSON, KATIE ELLIOTT, KRISTEN CHAVEZ, MARLENE WELCH, MIGUEL BETANCOURT, ROBERTA HARPER, ROBIN HAYES, RODNEY MOELLER, SANDRA MARTIN, SHIRLEY ALLEN, STACEY MONTGOMERY, THERESA WATSON, VICTORIA GIBSON"
SUNSET RACER,"CLARA SHAW, CRAIG MORRELL, DIANNE SHELTON, ENRIQUE FORSYTHE, HILDA HOPKINS, KIRK STCLAIR, MARTHA GONZALEZ, MIGUEL BETANCOURT"
SUPER WYOMING,"ALFREDO MCADAMS, EDWIN BURK, EUGENE CULPEPPER, JAMIE RICE, JEFF EAST, JORDAN ARCHULETA, MILDRED BAILEY, PHYLLIS FOSTER, SAM MCDUFFIE, SHIRLEY ALLEN, STEVE MACKENZIE, TANYA GILBERT, VICTORIA GIBSON"
SUPERFLY TRIP,"BRADLEY MOTLEY, DOUGLAS GRAF, JOSHUA MARK, KEITH RICO, KYLE SPURLOCK, MABEL HOLLAND, RICKY SHELBY, RON DELUCA, RONNIE RICKETTS, VELMA LUCAS"
SUSPECTS QUILLS,"ANGEL BARCLAY, AUSTIN CINTRON, BRAD MCCURDY, BRANDON HUEY, CAROLYN PEREZ, CASSANDRA WALTERS, COLLEEN BURTON, CONSTANCE REID, COREY HAUSER, CYNTHIA YOUNG, GERALD FULTZ, GLENN PULLEN, GLORIA COOK, HERMAN DEVORE, JEREMY HURTADO, JOHNNIE CHISHOLM, JOSEPHINE GOMEZ, LOIS BUTLER, MARCIA DEAN, MARJORIE TUCKER, REGINALD KINDER, RICK MATTOX, SETH HANNON, STEVE MACKENZIE, TONYA CHAPMAN, WARREN SHERROD, WILMA RICHARDS"
SWARM GOLD,"ANNE POWELL, ANNIE RUSSELL, BEN EASTER, BYRON BOX, CASSANDRA WALTERS, CHRIS BROTHERS, CLAYTON BARBEE, DARYL LARUE, DEAN SAUER, DIANE COLLINS, ELIZABETH BROWN, ELLA OLIVER, EVERETT BANDA, HARVEY GUAJARDO, JACKIE LYNCH, JUANITA MASON, JUNE CARROLL, JUSTIN NGO, KATHLEEN ADAMS, LANCE PEMBERTON, LAUREN HUDSON, LESLIE GORDON, MARION SNYDER, NELLIE GARRETT, RAYMOND MCWHORTER, VICKIE BREWER, WALTER PERRYMAN"
SWEDEN SHINING,"AARON SELBY, ALLEN BUTTERFIELD, BARRY LOVELACE, CARLOS COUGHLIN, DARYL LARUE, HARVEY GUAJARDO, JEAN BELL, JUANITA MASON, JUDITH COX, LAURIE LAWRENCE, LLOYD DOWD, MARVIN YEE, NATALIE MEYER, OLGA JIMENEZ, SALVADOR TEEL, SANDRA MARTIN, SONIA GREGORY, TOMMY COLLAZO"
SWEET BROTHERHOOD,"ANDRE RAPP, BEATRICE ARNOLD, CHRISTOPHER GRECO, CLAYTON BARBEE, DAVID ROYAL, EDNA WEST, ERIC ROBERT, JAMES GANNON, JEANNE LAWSON, JERRY JORDON, LILLIAN GRIFFIN, LUCILLE HOLMES, ROBIN HAYES, ROY WHITING, SALVADOR TEEL"
SWEETHEARTS SUSPECTS,"BERNICE WILLIS, BRANDY GRAVES, DONNA THOMPSON, DOUGLAS GRAF, ELSIE KELLEY, FELIX GAFFNEY, FLOYD GANDY, FRED WHEAT, HELEN HARRIS, HERMAN DEVORE, JARED ELY, LESLIE SEWARD, MANUEL MURRELL, MARC OUTLAW, MARIO CHEATHAM, MARTIN BALES, MIRIAM MCKINNEY, NELLIE GARRETT, NICHOLAS BARFIELD, ROBERTO VU, RODNEY MOELLER, SALLY PIERCE, SHEILA WELLS, TAMMY SANDERS, TONYA CHAPMAN, VICTOR BARKLEY, WARREN SHERROD, WESLEY BULL"
TALENTED HOMICIDE,"BEATRICE ARNOLD, CLYDE TOBIAS, DWAYNE OLVERA, DWIGHT LOMBARDI, EDGAR RHOADS, EDITH MCDONALD, ERIKA PENA, ERNEST STEPP, FELIX GAFFNEY, GERTRUDE CASTILLO, HELEN HARRIS, JACQUELINE LONG, JAMIE WAUGH, KIM CRUZ, LEON BOSTIC, LORETTA CARPENTER, MARIO CHEATHAM, MARLENE WELCH, MARY SMITH, MATHEW BOLIN, MATTHEW MAHAN, MAURICE CRAWLEY, MITCHELL WESTMORELAND, NATALIE MEYER, RUTH MARTINEZ, SANDRA MARTIN, TONYA CHAPMAN, TRACY HERRMANN"
TARZAN VIDEOTAPE,"BRADLEY MOTLEY, CRAIG MORRELL, JESSIE MILAM, LAURA RODRIGUEZ, PHILLIP HOLM, ROSA REYNOLDS, RUBEN GEARY, TINA SIMMONS"
TAXI KICK,"BILL GAVIN, CALVIN MARTEL, CHRIS BROTHERS, CINDY FISHER, CLAUDIA FULLER, DENNIS GILMAN, FELIX GAFFNEY, HAROLD MARTINO, JAY ROBB, JEFFERY PINSON, JIMMY SCHRADER, JON WILES, MARC OUTLAW, MAUREEN LITTLE, REGINALD KINDER, THEODORE CULP, TIMOTHY BUNN"
TEEN APOLLO,"AARON SELBY, ALVIN DELOACH, BERTHA FERGUSON, BRUCE SCHWARZ, CARL ARTIS, CAROLE BARNETT, CARRIE PORTER, CATHERINE CAMPBELL, ELAINE STEVENS, ELMER NOE, JOHN FARNSWORTH, LEROY BUSTAMANTE, PATRICIA JOHNSON, ROSE HOWARD, RYAN SALISBURY, SYLVIA ORTIZ, TINA SIMMONS"
TELEGRAPH VOYAGE,"ALVIN DELOACH, ANN EVANS, BILLIE HORTON, BRITTANY RILEY, CHRISTY VARGAS, CODY NOLEN, CURTIS IRBY, DAISY BATES, DON BONE, DONNA THOMPSON, ELSIE KELLEY, ERIC ROBERT, GREG ROBINS, JAIME NETTLES, JOE GILLILAND, JOHNNY TURPIN, JOYCE EDWARDS, LONNIE TIRADO, LORETTA CARPENTER, MAE FLETCHER, MARILYN ROSS, MONICA HICKS, PATRICIA JOHNSON, RALPH MADRIGAL, SYLVIA ORTIZ, TONI HOLT, WALLACE SLONE"
TELEMARK HEARTBREAKERS,"ALEXANDER FENNELL, ALICE STEWART, BARRY LOVELACE, BENJAMIN VARNEY, BRYAN HARDISON, CATHERINE CAMPBELL, CECIL VINES, COLLEEN BURTON, DEBRA NELSON, GWENDOLYN MAY, JO FOWLER, KENT ARSENAULT, KRISTIN JOHNSTON, LANCE PEMBERTON, LESTER KRAUS, LISA ANDERSON, LOUISE JENKINS, MARIA MILLER, NORMAN CURRIER, STANLEY SCROGGINS, TERRY CARLSON, WANDA PATTERSON, WARREN SHERROD"
TEMPLE ATTRACTION,"AUSTIN CINTRON, BECKY MILES, HAROLD MARTINO, IVAN CROMWELL, JASON MORRISSEY, KELLY KNOTT, KRISTINA CHAMBERS, PATRICK NEWSOM, RACHEL BARNES, RONALD WEINER, SCOTT SHELLEY, SHELLY WATTS"
TENENBAUMS COMMAND,"ANNA HILL, BRIAN WYMAN, CLAYTON BARBEE, DEBBIE REYES, ENRIQUE FORSYTHE, ERIK GUILLEN, JEREMY HURTADO, LARRY THRASHER, MARC OUTLAW, MONICA HICKS, SERGIO STANFIELD, SUSAN WILSON, VICKI FIELDS"
TEQUILA PAST,"DAWN SULLIVAN, ELSIE KELLEY, MICHELE GRANT, PEGGY MYERS, TANYA GILBERT, TONYA CHAPMAN"
TERMINATOR CLUB,"ANN EVANS, DARLENE ROSE, GARY COY, JOHNNIE CHISHOLM, KARL SEAL, SYLVIA ORTIZ"
TEXAS WATCH,"CAROLINE BOWMAN, CODY NOLEN, MILTON HOWLAND, RICHARD MCCRARY, VERONICA STONE, WAYNE TRUONG"
THEORY MERMAID,"ANITA MORALES, CASSANDRA WALTERS, FELIX GAFFNEY, FRANK WAGGONER, JAMIE RICE, JERRY JORDON, LOUISE JENKINS, MICHEAL FORMAN, REGINALD KINDER, RUBY WASHINGTON, THERESA WATSON"
THIEF PELICAN,"ALICE STEWART, BEATRICE ARNOLD, CONSTANCE REID, DARLENE ROSE, DARRELL POWER, DERRICK BOURQUE, FRANCES PARKER, JUANITA MASON, KAY CALDWELL, LEAH CURTIS, MARION SNYDER, MICHAEL SILVERMAN, RAMONA HALE, RICARDO MEADOR, SERGIO STANFIELD, STEPHANIE MITCHELL, TERESA ROGERS, VERONICA STONE, WILLIAM SATTERFIELD"
THIN SAGEBRUSH,"ALEX GRESHAM, BEVERLY BROOKS, CARLA GUTIERREZ, CHRISTINE ROBERTS, CLYDE TOBIAS, EARL SHANKS, GABRIEL HARDER, KAY CALDWELL, LILLIAN GRIFFIN, MILTON HOWLAND, NELSON CHRISTENSON"
TIES HUNGER,"BEATRICE ARNOLD, BOB PFEIFFER, DANIEL CABRAL, DONNA THOMPSON, FRANCISCO SKIDMORE, GEORGE LINTON, GINA WILLIAMSON, LORI WOOD, MAURICE CRAWLEY, MORRIS MCCARTER, TANYA GILBERT"
TIGHTS DAWN,"ADRIAN CLARY, ALEX GRESHAM, BRANDON HUEY, CASEY MENA, CHRISTIAN JUNG, DANNY ISOM, DAVE GARDINER, DOLORES WAGNER, EVA RAMOS, HAZEL WARREN, JUANITA MASON, KEN PREWITT, LEONA OBRIEN, MARCUS HIDALGO, MATTIE HOFFMAN, MAXINE SILVA, NATHANIEL ADAM, RODNEY MOELLER, RONALD WEINER, RYAN SALISBURY, SHANNON FREEMAN, SONIA GREGORY, STANLEY SCROGGINS, VIRGINIA GREEN, WESLEY BULL"
TIMBERLAND SKY,"ANA BRADLEY, ANNE POWELL, ARMANDO GRUBER, AUSTIN CINTRON, BEN EASTER, CHERYL MURPHY, COREY HAUSER, COURTNEY DAY, CRYSTAL FORD, DEBRA NELSON, DORA MEDINA, ENRIQUE FORSYTHE, ERIC ROBERT, EVELYN MORGAN, HERBERT KRUGER, JACK FOUST, JILL HAWKINS, JOY GEORGE, KAY CALDWELL, LAURIE LAWRENCE, LLOYD DOWD, MELVIN ELLINGTON, NINA SOTO, PATRICIA JOHNSON, RENE MCALISTER, RICKY SHELBY, RITA GRAHAM, STACY CUNNINGHAM, THERESA WATSON, TIM CARY, WANDA PATTERSON"
TITANIC BOONDOCK,"ADAM GOOCH, ARNOLD HAVENS, CARL ARTIS, CRYSTAL FORD, DEBORAH WALKER, ELAINE STEVENS, FELICIA SUTTON, FRANCES PARKER, HECTOR POINDEXTER, HOLLY FOX, JACOB LANCE, JUSTIN NGO, KATHRYN COLEMAN, KELLY KNOTT, LORETTA CARPENTER, MORRIS MCCARTER, RAYMOND MCWHORTER, ROGER QUINTANILLA, SALVADOR TEEL, SHELLY WATTS, TERRI VASQUEZ, VIVIAN RUIZ"
TITANS JERK,"BARRY LOVELACE, BETTY WHITE, BRADLEY MOTLEY, CLINTON BUFORD, DEBORAH WALKER, EDWARD BAUGH, ESTHER CRAWFORD, GLENN PULLEN, JOSHUA MARK, KEVIN SCHULER, LILLIE KIM, MARIAN MENDOZA, MAXINE SILVA, MELINDA FERNANDEZ, MICHEAL FORMAN, MONICA HICKS, OLGA JIMENEZ, RICK MATTOX, RUBY WASHINGTON, RUTH MARTINEZ, SERGIO STANFIELD, SHERRY MARSHALL, STEVEN CURLEY, TRACY HERRMANN, TRAVIS ESTEP, VELMA LUCAS, WILLIE HOWELL, ZACHARY HITE"
TOMATOES HELLFIGHTERS,"BRADLEY MOTLEY, CECIL VINES, CINDY FISHER, FRANCIS SIKES, JAIME NETTLES, JESSE SCHILLING, KATIE ELLIOTT, MIKE WAY, MISTY LAMBERT, NELLIE GARRETT, PHILIP CAUSEY, TOM MILNER, VERONICA STONE, WILLARD LUMPKIN"
TOMORROW HUSTLER,"ALAN KAHN, ANNE POWELL, BARBARA JONES, BESSIE MORRISON, BOBBIE CRAIG, BONNIE HUGHES, CHRIS BROTHERS, GAIL KNIGHT, JESUS MCCARTNEY, JOHN FARNSWORTH, JOSEPH JOY, JOSEPHINE GOMEZ, LYNN PAYNE, MAE FLETCHER, MANUEL MURRELL, MARION SNYDER, MARSHA DOUGLAS, MARTHA GONZALEZ, MIKE WAY, NELSON CHRISTENSON, NICHOLAS BARFIELD, PATRICIA JOHNSON, ROBERTO VU, RONALD WEINER, SHERRY MARSHALL"
TOOTSIE PILOT,"ANTONIO MEEK, AUDREY RAY, BILLIE HORTON, CASSANDRA WALTERS, ELIZABETH BROWN, FELIX GAFFNEY, HEATHER MORRIS, HEIDI LARSON, JUNE CARROLL, PATSY DAVIDSON, PENNY NEAL, SARA PERRY, TERRANCE ROUSH, TYLER WREN, VIOLET RODRIQUEZ"
TORQUE BOUND,"AGNES BISHOP, ALFRED CASILLAS, ANITA MORALES, BARRY LOVELACE, BOBBIE CRAIG, CAROLYN PEREZ, CASSANDRA WALTERS, DALE RATCLIFF, DIANE COLLINS, DORIS REED, GARY COY, GERALD FULTZ, HOWARD FORTNER, JACK FOUST, JAMES GANNON, LORETTA CARPENTER, MABEL HOLLAND, MARGARET MOORE, MARION OCAMPO, MISTY LAMBERT, NANCY THOMAS, NELSON CHRISTENSON, NINA SOTO, PEARL GARZA, TARA RYAN, THERESA WATSON, TOM MILNER"
TOURIST PELICAN,"ALLISON STANLEY, BENJAMIN VARNEY, CINDY FISHER, COREY HAUSER, EVELYN MORGAN, HOLLY FOX, JIMMIE EGGLESTON, JOAN COOPER, JOSEPH JOY, KIRK STCLAIR, LAUREN HUDSON, LOUIS LEONE, LOUISE JENKINS, LYNN PAYNE, MELANIE ARMSTRONG, PHILIP CAUSEY, SANDRA MARTIN, SYLVIA ORTIZ, TED BREAUX, TERRY GRISSOM, TIM CARY, TIMOTHY BUNN"
TOWERS HURRICANE,"AGNES BISHOP, COREY HAUSER, DIANNE SHELTON, JACOB LANCE, JILL HAWKINS, MARC OUTLAW, MARK RINEHART, MONICA HICKS, ROBERT BAUGHMAN, RONNIE RICKETTS, WILLIAM SATTERFIELD"
TOWN ARK,"ALFREDO MCADAMS, ANDREW PURDY, CURTIS IRBY, DARLENE ROSE, JIMMY SCHRADER, MELVIN ELLINGTON, PAUL TROUT, PEARL GARZA, RAYMOND MCWHORTER, RUSSELL BRINSON, STEVE MACKENZIE, TIMOTHY BUNN, TYRONE ASHER, VICKIE BREWER"
TRACY CIDER,"ALEXANDER FENNELL, BENJAMIN VARNEY, BRITTANY RILEY, BRUCE SCHWARZ, CHRIS BROTHERS, CONSTANCE REID, DANIELLE DANIELS, ERIN DUNN, FRANK WAGGONER, HARRY ARCE, IRMA PEARSON, JACKIE LYNCH, KRISTINA CHAMBERS, LUCILLE HOLMES, MARSHA DOUGLAS, MATTIE HOFFMAN, MAURICE CRAWLEY, MICHEAL FORMAN, MINNIE ROMERO, NORMA GONZALES, RALPH MADRIGAL, RAY HOULE, ROSA REYNOLDS, SALVADOR TEEL, SYLVIA ORTIZ, WADE DELVALLE"
TRADING PINOCCHIO,"ARNOLD HAVENS, BRITTANY RILEY, CURTIS IRBY, CYNTHIA YOUNG, EDUARDO HIATT, EMMA BOYD, ENRIQUE FORSYTHE, ERIKA PENA, ERNEST STEPP, GLENN PULLEN, ISAAC OGLESBY, JOE GILLILAND, JULIE SANCHEZ, LORI WOOD, MAE FLETCHER, PEGGY MYERS, RAFAEL ABNEY, RUBEN GEARY, SARAH LEWIS, SERGIO STANFIELD, TERRENCE GUNDERSON, TERRI VASQUEZ, VICKIE BREWER, WADE DELVALLE, WENDY HARRISON"
TRAFFIC HOBBIT,"CHRISTOPHER GRECO, JO FOWLER, JULIE SANCHEZ, LEE HAWKS, MAXINE SILVA"
TRAIN BUNCH,"BETTY WHITE, DAVID ROYAL, EDUARDO HIATT, RHONDA KENNEDY"
TRAINSPOTTING STRANGERS,"CALVIN MARTEL, EUGENE CULPEPPER, GREGORY MAULDIN, JILL HAWKINS, LEE HAWKS, LENA JENSEN, LEROY BUSTAMANTE, LESTER KRAUS, RANDALL NEUMANN, RAYMOND MCWHORTER, TRACY HERRMANN"
TRAMP OTHERS,"ARTHUR SIMPKINS, BECKY MILES, BEN EASTER, BRAD MCCURDY, BRENDA WRIGHT, CHRIS BROTHERS, DOUGLAS GRAF, GLORIA COOK, HENRY BILLINGSLEY, MABEL HOLLAND, MAE FLETCHER, NATHANIEL ADAM, PEARL GARZA, PHILLIP HOLM, PRISCILLA LOWE, RAY HOULE, ROSS GREY, TERRANCE ROUSH, VELMA LUCAS"
TRANSLATION SUMMER,"CHARLES KOWALSKI, CYNTHIA YOUNG, GEORGE LINTON, JON WILES, LEROY BUSTAMANTE, LILLIAN GRIFFIN, LUIS YANEZ, OLGA JIMENEZ, PAUL TROUT, RACHEL BARNES, RENE MCALISTER, ROBERTO VU, SARAH LEWIS, VERA MCCOY, WESLEY BULL"
TRAP GUYS,"ALEXANDER FENNELL, CASSANDRA WALTERS, CLAUDIA FULLER, DIANE COLLINS, DON BONE, EDDIE TOMLIN, ELEANOR HUNT, KELLY KNOTT, MAURICE CRAWLEY, MICHELLE CLARK, ROSEMARY SCHMIDT, SARA PERRY, STANLEY SCROGGINS, TOMMY COLLAZO, VERNON CHAPA, WADE DELVALLE"
TREATMENT JEKYLL,"ANTHONY SCHWAB, DON BONE, EDDIE TOMLIN, JAMES GANNON, JORDAN ARCHULETA, KATHLEEN ADAMS, WAYNE TRUONG"
TRIP NEWTON,"AGNES BISHOP, ANTHONY SCHWAB, ANTONIO MEEK, BESSIE MORRISON, CARMEN OWENS, CECIL VINES, CLIFFORD BOWENS, DARYL LARUE, DON BONE, EDNA WEST, GARY COY, HEIDI LARSON, JASON MORRISSEY, LAWRENCE LAWTON, LORI WOOD, MARSHA DOUGLAS, MARTIN BALES, MEGAN PALMER, MILDRED BAILEY, RANDY GAITHER, ROSEMARY SCHMIDT, ROY WHITING, STEVE MACKENZIE, THEODORE CULP, TRACEY BARRETT, VALERIE BLACK"
TROJAN TOMORROW,"ALEXANDER FENNELL, ALMA AUSTIN, CODY NOLEN, DARLENE ROSE, DERRICK BOURQUE, DONALD MAHON, DUSTIN GILLETTE, HILDA HOPKINS, JOSEPH JOY, JULIO NOLAND, JUSTIN NGO, KIM CRUZ, LEON BOSTIC, LUCILLE HOLMES, RONALD WEINER, SUZANNE NICHOLS, TERRANCE ROUSH, THEODORE CULP, VERONICA STONE"
TROOPERS METAL,"DALE RATCLIFF, DERRICK BOURQUE, ELAINE STEVENS, EMILY DIAZ, GERTRUDE CASTILLO, GLENDA FRAZIER, HOWARD FORTNER, JAY ROBB, KELLY KNOTT, MARCIA DEAN, PRISCILLA LOWE, VIOLA HANSON, VIVIAN RUIZ, WILLIAM SATTERFIELD"
TROUBLE DATE,"ANNE POWELL, ANTHONY SCHWAB, ARLENE HARVEY, BRAD MCCURDY, CHRISTOPHER GRECO, DANNY ISOM, ELSIE KELLEY, JAVIER ELROD, JENNY CASTRO, KAREN JACKSON, LYNN PAYNE, MARC OUTLAW, MISTY LAMBERT, NATALIE MEYER, PATSY DAVIDSON, RITA GRAHAM, ROBERTO VU, SCOTT SHELLEY, SUE PETERS, TAMMY SANDERS, TERRY CARLSON, VICKI FIELDS, WALLACE SLONE"
TRUMAN CRAZY,"ALLEN BUTTERFIELD, CARLOS COUGHLIN, CHRISTOPHER GRECO, CLINTON BUFORD, DIANNE SHELTON, DORIS REED, EDDIE TOMLIN, EUGENE CULPEPPER, GRACE ELLIS, JO FOWLER, JOEL FRANCISCO, JOSEPH JOY, KELLY KNOTT, MATTHEW MAHAN, MEGAN PALMER, NICOLE PETERSON, RALPH MADRIGAL, RYAN SALISBURY, STEPHEN QUALLS, TERRANCE ROUSH, TONYA CHAPMAN, TRAVIS ESTEP"
TURN STAR,"CARMEN OWENS, DAVE GARDINER, DEBRA NELSON, GUY BROWNLEE, KIMBERLY LEE, LOUIS LEONE, MIKE WAY, MINNIE ROMERO, NATALIE MEYER, NORMAN CURRIER, PRISCILLA LOWE, ROSE HOWARD, TERESA ROGERS, TROY QUIGLEY"
TUXEDO MILE,"ANDY VANHORN, BRITTANY RILEY, CLAUDE HERZOG, DARYL LARUE, DELORES HANSEN, EDITH MCDONALD, FELIX GAFFNEY, HAZEL WARREN, JAVIER ELROD, SANDRA MARTIN, STEVEN CURLEY, VIVIAN RUIZ, ZACHARY HITE"
TWISTED PIRATES,"ALLISON STANLEY, BONNIE HUGHES, BRENT HARKINS, CHESTER BENNER, ISAAC OGLESBY, KEN PREWITT, MARK RINEHART, MARVIN YEE, MELINDA FERNANDEZ, ROBERTO VU, TOM MILNER"
TYCOON GATHERING,"ALFREDO MCADAMS, ALMA AUSTIN, CODY NOLEN, CONSTANCE REID, GORDON ALLARD, JENNIE TERRY, KENNETH GOODEN, KENT ARSENAULT, MELISSA KING, PRISCILLA LOWE, STACEY MONTGOMERY, YOLANDA WEAVER"
UNBREAKABLE KARATE,"ARLENE HARVEY, BEN EASTER, CATHY SPENCER, CHERYL MURPHY, CLAUDIA FULLER, DALE RATCLIFF, FRANCIS SIKES, HAZEL WARREN, JOEL FRANCISCO, LAWRENCE LAWTON, LOUIS LEONE, LUIS YANEZ, MARSHA DOUGLAS, MYRTLE FLEMING, ROSS GREY, RUBEN GEARY, TERRI VASQUEZ, THOMAS GRIGSBY, TIMOTHY BUNN, TINA SIMMONS, VINCENT RALSTON"
UNCUT SUICIDES,"ANDREW PURDY, BRUCE SCHWARZ, DEAN SAUER, HARRY ARCE, JAY ROBB, JIMMIE EGGLESTON, LYNN PAYNE, MARIE TURNER, MARLENE WELCH, MAUREEN LITTLE, MORRIS MCCARTER, RICK MATTOX, VALERIE BLACK, WARREN SHERROD"
UNDEFEATED DALMATIONS,"ALFRED CASILLAS, BYRON BOX, CATHERINE CAMPBELL, CHARLOTTE HUNTER, CHRISTIAN JUNG, DAVID ROYAL, ELLEN SIMPSON, GLENDA FRAZIER, HARRY ARCE, JIMMIE EGGLESTON, LEE HAWKS, LEO EBERT, LEON BOSTIC, NANCY THOMAS, NATALIE MEYER, NEIL RENNER, PAUL TROUT, RAYMOND MCWHORTER, REGINALD KINDER, RICARDO MEADOR, ROSEMARY SCHMIDT"
UNFAITHFUL KILL,"BILLIE HORTON, ENRIQUE FORSYTHE, JAIME NETTLES, KEVIN SCHULER, PAMELA BAKER, RAUL FORTIER, RONNIE RICKETTS, SALVADOR TEEL"
UNFORGIVEN ZOOLANDER,"APRIL BURNS, BRANDON HUEY, CARLA GUTIERREZ, CHAD CARBONE, DANA HART, DUSTIN GILLETTE, EDWIN BURK, ELMER NOE, GWENDOLYN MAY, JESSE SCHILLING, JIM REA, JIMMIE EGGLESTON, LLOYD DOWD, LUIS YANEZ, MARY SMITH, NANCY THOMAS, PERRY SWAFFORD, RONNIE RICKETTS"
UNITED PILOT,"ALMA AUSTIN, CARRIE PORTER, CLIFFORD BOWENS, CONSTANCE REID, CRYSTAL FORD, DON BONE, GERALD FULTZ, GLENN PULLEN, JAMES GANNON, JEFF EAST, JESUS MCCARTNEY, JOE GILLILAND, JULIE SANCHEZ, RAMON CHOATE, RONNIE RICKETTS, VERONICA STONE, VIOLET RODRIQUEZ"
UNTOUCHABLES SUNRISE,"DEAN SAUER, DORA MEDINA, ETHEL WEBB, JULIE SANCHEZ, SAMUEL MARLOW, SUE PETERS, TARA RYAN"
UPRISING UPTOWN,"ANDRE RAPP, AUDREY RAY, CLAUDIA FULLER, DAWN SULLIVAN, ELLA OLIVER, MARCIA DEAN, MELINDA FERNANDEZ, MINNIE ROMERO, MORRIS MCCARTER, RALPH MADRIGAL, SHELLY WATTS, SHERRI RHODES, SHERRY MARSHALL, STEVEN CURLEY, VICKI FIELDS, VIRGINIA GREEN"
UPTOWN YOUNG,"ALEXANDER FENNELL, GINA WILLIAMSON, HAZEL WARREN, JENNY CASTRO, LARRY THRASHER, MARGARET MOORE, MATTHEW MAHAN, OLGA JIMENEZ, ROBERTA HARPER, SHARON ROBINSON, SHELLY WATTS, TRACEY BARRETT"
USUAL UNTOUCHABLES,"AARON SELBY, BEVERLY BROOKS, DARREN WINDHAM, FLOYD GANDY, GLORIA COOK, JESSIE BANKS, MARY SMITH, NINA SOTO, ROY WHITING, SEAN DOUGLASS, SHERRY MARSHALL, THERESA WATSON"
VACATION BOONDOCK,"ANTHONY SCHWAB, BRAD MCCURDY, CHARLOTTE HUNTER, CHRISTINA RAMIREZ, CLAUDE HERZOG, EDWIN BURK, ELAINE STEVENS, ERICA MATTHEWS, GENE SANBORN, GILBERT SLEDGE, GLEN TALBERT, HILDA HOPKINS, IVAN CROMWELL, KATHERINE RIVERA, LEE HAWKS, LEON BOSTIC, PHILLIP HOLM, ROY WHITING, SHERRI RHODES, SUSAN WILSON, TERRENCE GUNDERSON"
VALENTINE VANISHING,"AARON SELBY, BRYAN HARDISON, ERIKA PENA, FRANCIS SIKES, JORGE OLIVARES, JUNE CARROLL, MARGARET MOORE, MARIA MILLER, NORA HERRERA, RAY HOULE, ROLAND SOUTH, WILLIE HOWELL"
VALLEY PACKER,"ALICE STEWART, BILL GAVIN, BRANDY GRAVES, BRIAN WYMAN, CARL ARTIS, CHRISTOPHER GRECO, DANIEL CABRAL, GRACE ELLIS, GREG ROBINS, LYNN PAYNE, MITCHELL WESTMORELAND, RICARDO MEADOR, STACEY MONTGOMERY, SYLVIA ORTIZ, TRAVIS ESTEP"
VAMPIRE WHALE,"BRIAN WYMAN, DAISY BATES, GERALD FULTZ, JEFF EAST, JON WILES, MICHELE GRANT, MINNIE ROMERO, PAULA BRYANT, SHANNON FREEMAN, SHAWN HEATON, VICTORIA GIBSON, VINCENT RALSTON"
VANILLA DAY,"DERRICK BOURQUE, FLORENCE WOODS, HARVEY GUAJARDO, JOSHUA MARK, KRISTINA CHAMBERS, MORRIS MCCARTER, PATRICK NEWSOM, PERRY SWAFFORD, TERRY CARLSON"
VANISHED GARDEN,"CHARLENE ALVAREZ, CHARLIE BESS, DAVID ROYAL, IAN STILL, MORRIS MCCARTER, ROSA REYNOLDS, WALTER PERRYMAN"
